Date,Open,High,Low,Close,Adj Close,Volume
11-01-2019,127.813965,130.165939,125.244942,127.548325,127.548325,2667585234
12-01-2019,127.528084,128.666122,125.446754,125.96653,125.96653,2212109224
13-01-2019,125.907227,126.267876,116.085968,116.897804,116.897804,2268263944
14-01-2019,116.979095,130.856735,116.96756,129.068726,129.068726,2798085735
15-01-2019,129.172684,130.743561,120.311523,122.032715,122.032715,2735449164
16-01-2019,121.809242,127.118248,121.441414,123.547066,123.547066,2746469340
17-01-2019,123.57354,124.270721,120.817032,123.74192,123.74192,2594091285
18-01-2019,123.654655,123.84169,120.241898,121.010262,121.010262,2305389800
19-01-2019,121.614426,125.904228,121.161034,124.51902,124.51902,3048261797
20-01-2019,124.632401,125.070389,118.702324,119.474831,119.474831,2964108269
21-01-2019,119.636459,119.715439,116.15744,117.157852,117.157852,2421720343
22-01-2019,117.110756,119.664345,114.676682,118.747551,118.747551,2552507405
23-01-2019,118.713814,119.422798,116.376648,117.452606,117.452606,2556952198
24-01-2019,117.462784,118.032104,116.006798,117.362885,117.362885,2520843420
25-01-2019,117.594955,117.802994,115.830154,116.378342,116.378342,2606881898
26-01-2019,116.373528,118.084114,115.980576,116.488739,116.488739,2412181169
27-01-2019,116.510315,116.68541,113.405289,113.405289,113.405289,2775888287
28-01-2019,113.285233,113.688232,103.336464,106.589973,106.589973,3366895505
29-01-2019,106.721954,107.165787,103.999229,105.598213,105.598213,2900418606
30-01-2019,105.407204,109.45298,104.843796,108.907539,108.907539,2874370355
31-01-2019,108.900772,110.458359,106.525352,107.061012,107.061012,2828796031
01-02-2019,107.147682,108.63871,105.046501,107.609787,107.609787,2541271519
02-02-2019,107.466415,110.653877,106.764015,110.43026,110.43026,2385157838
03-02-2019,110.490318,110.827354,106.563988,107.492668,107.492668,2519334757
04-02-2019,107.625824,108.701035,107.067421,107.821602,107.821602,2491888675
05-02-2019,107.628166,108.134789,106.909897,107.44352,107.44352,2515863999
06-02-2019,107.569305,107.569305,102.934563,104.919289,104.919289,2593048199
07-02-2019,104.835777,106.058876,104.409134,104.535301,104.535301,2326764622
08-02-2019,104.64505,119.805817,104.194435,119.267746,119.267746,3656841347
09-02-2019,119.214111,120.689735,118.000404,119.430885,119.430885,2884650400
10-02-2019,119.408966,124.853622,117.105774,124.806488,124.806488,3148766590
11-02-2019,124.871536,124.871536,120.311752,121.298393,121.298393,3222473887
12-02-2019,121.178574,123.4683,119.600021,122.572289,122.572289,3149576429
13-02-2019,122.544289,125.550697,121.612495,122.553604,122.553604,3386585799
14-02-2019,122.416985,124.451988,121.334892,121.390205,121.390205,3331701628
15-02-2019,121.453697,123.660126,121.371918,122.100388,122.100388,3021741615
16-02-2019,122.396454,124.134811,122.295303,123.260216,123.260216,2905833287
17-02-2019,123.182083,134.460098,123.091614,133.598877,133.598877,4236081130
18-02-2019,133.032547,147.686584,133.001938,146.098373,146.098373,5387525773
19-02-2019,146.398819,149.929977,145.128464,145.346191,145.346191,5310842625
20-02-2019,145.172729,149.554337,142.502121,149.554337,149.554337,4500094965
21-02-2019,149.352325,149.352325,144.563812,146.130844,146.130844,3995766856
22-02-2019,146.073257,149.268616,145.206543,149.092453,149.092453,3731099284
23-02-2019,148.67662,159.12587,147.331055,158.795425,158.795425,4519468458
24-02-2019,158.902405,165.549622,135.852661,135.852661,135.852661,5957715043
25-02-2019,135.499725,142.525574,135.483841,139.822861,139.822861,4914392068
26-02-2019,139.646088,139.97644,136.579605,138.089676,138.089676,3791292839
27-02-2019,138.029572,141.336227,131.602921,136.125961,136.125961,4469776860
28-02-2019,136.283081,138.847137,135.657593,136.746246,136.746246,4535438953
01-03-2019,136.836243,138.99527,136.434784,136.443619,136.443619,3756124824
02-03-2019,136.350082,137.184799,132.436386,134.206955,134.206955,3747176425
03-03-2019,134.786118,135.849289,131.328857,132.24942,132.24942,3454374053
04-03-2019,132.157883,132.729141,125.402702,127.774124,127.774124,4008171341
05-03-2019,127.792953,138.22998,126.735298,137.822388,137.822388,4764849990
06-03-2019,137.95874,139.968826,136.14592,138.789352,138.789352,4589054219
07-03-2019,138.942383,140.85788,137.273132,138.0345,138.0345,4339206292
08-03-2019,138.311356,139.4991,133.557693,135.127075,135.127075,4678816794
09-03-2019,134.887558,139.119415,134.677124,137.965332,137.965332,5011918715
10-03-2019,138.180496,138.270309,135.685684,136.758682,136.758682,4578438499
11-03-2019,136.849533,137.353409,133.102798,133.83403,133.83403,4689807419
12-03-2019,134.012848,135.273468,130.944153,134.442886,134.442886,4709988000
13-03-2019,134.611771,134.611771,132.719727,133.263077,133.263077,4265162099
14-03-2019,133.203903,135.180847,132.750076,133.711594,133.711594,4476532147
15-03-2019,133.567154,138.395142,133.567154,137.691788,137.691788,4506861856
16-03-2019,137.911957,144.558441,137.911957,142.398178,142.398178,4839003569
17-03-2019,142.238297,142.371918,139.323517,140.000549,140.000549,3827157729
18-03-2019,140.104858,142.267212,138.841553,139.374603,139.374603,4551739879
19-03-2019,139.254013,140.989059,139.143021,140.519196,140.519196,4251488129
20-03-2019,140.484711,140.945572,138.307037,140.686356,140.686356,4664134462
21-03-2019,140.478485,141.003235,135.855423,136.636063,136.636063,5087247796
22-03-2019,136.562256,138.794296,136.228607,137.181442,137.181442,4490899266
23-03-2019,137.039871,139.385391,136.912018,138.239868,138.239868,4436568613
24-03-2019,138.315353,138.37561,136.313751,136.986923,136.986923,4266845458
25-03-2019,137.08136,137.695343,133.490158,135.031021,135.031021,4480516753
26-03-2019,135.054321,135.460358,133.757339,135.460358,135.460358,4499271679
27-03-2019,135.454361,141.07547,135.34166,140.988159,140.988159,5228240093
28-03-2019,141.005844,141.007935,138.425171,139.416473,139.416473,4163212475
29-03-2019,139.343201,142.54924,138.045105,142.497421,142.497421,5125602702
30-03-2019,142.359146,149.613235,141.031738,142.092682,142.092682,5144662127
31-03-2019,142.139221,142.189209,140.697372,141.514099,141.514099,4249050197
01-04-2019,141.465485,142.733994,140.737564,141.830322,141.830322,4611999536
02-04-2019,141.839523,165.226822,141.636459,163.961746,163.961746,9826645698
03-04-2019,164.008636,178.322052,157.322144,161.458801,161.458801,10622456246
04-04-2019,161.431763,164.929214,155.241104,158.052536,158.052536,7953123529
05-04-2019,158.020004,167.220383,157.443954,165.514847,165.514847,7531316908
06-04-2019,165.511246,172.515778,161.799469,165.947205,165.947205,7167016221
07-04-2019,165.977249,175.213165,164.932098,174.531647,174.531647,7596176020
08-04-2019,174.449677,184.377853,174.160995,180.25882,180.25882,9304964610
09-04-2019,180.222122,180.254227,175.091751,176.114578,176.114578,7632529578
10-04-2019,176.067841,183.134277,175.230377,177.337479,177.337479,7856924879
11-04-2019,177.342758,177.487488,162.320618,165.497025,165.497025,7859383417
12-04-2019,165.335205,166.127518,161.029739,164.736328,164.736328,6237185309
13-04-2019,164.622849,166.362427,163.011856,164.513351,164.513351,4959301561
14-04-2019,164.476089,168.591034,162.781479,167.838516,167.838516,4846298303
15-04-2019,167.897476,168.818451,159.55574,161.574173,161.574173,5672311824
16-04-2019,161.52655,167.666321,160.888748,167.623444,167.623444,5180105341
17-04-2019,167.553696,168.938583,165.501892,166.95076,166.95076,5596102715
18-04-2019,166.913208,175.365326,166.672119,173.814026,173.814026,6971581464
19-04-2019,173.787888,173.978897,170.620209,173.708435,173.708435,6541053061
20-04-2019,173.718811,176.705811,171.788834,173.751266,173.751266,6142567812
21-04-2019,173.715408,174.420776,167.428589,170.046524,170.046524,6005571688
22-04-2019,170.017487,173.069122,168.729553,171.874664,171.874664,6094878077
23-04-2019,172.007217,176.850784,170.896759,171.4478,171.4478,7097827092
24-04-2019,171.349533,171.573212,161.976685,165.826096,165.826096,7351304156
25-04-2019,165.914734,166.513412,153.847,154.459396,154.459396,6820332362
26-04-2019,154.579437,158.029007,152.085678,156.347092,156.347092,7505283355
27-04-2019,156.270859,160.589417,155.621887,158.434937,158.434937,5863109118
28-04-2019,158.499771,159.565384,157.125519,157.295074,157.295074,5379894433
29-04-2019,157.291061,158.333923,153.186523,155.201996,155.201996,6053776253
30-04-2019,155.172775,162.432251,155.172775,162.166031,162.166031,6275803460
01-05-2019,162.186554,164.060684,159.660217,160.818344,160.818344,5789172433
02-05-2019,160.853577,162.937012,160.060699,162.122787,162.122787,6044171062
03-05-2019,162.075165,170.068741,161.080627,167.952408,167.952408,7299410672
04-05-2019,167.887222,170.645935,161.791428,164.026581,164.026581,6658100049
05-05-2019,164.015259,165.399979,159.700653,163.450699,163.450699,5938415562
06-05-2019,163.337982,175.760101,159.98819,172.653214,172.653214,7540096853
07-05-2019,172.427277,180.394409,169.694717,169.79866,169.79866,8411140170
08-05-2019,169.904205,172.183548,166.409241,170.948166,170.948166,6416569598
09-05-2019,170.951874,172.880402,167.247879,170.289307,170.289307,6546914198
10-05-2019,170.312973,175.885269,168.991425,173.142746,173.142746,8036919053
11-05-2019,173.139313,203.466644,173.139313,194.304337,194.304337,12578331654
12-05-2019,194.163025,201.881485,183.653931,187.325317,187.325317,10326050090
13-05-2019,187.417923,205.098267,185.305908,196.846283,196.846283,10367149039
14-05-2019,196.738281,217.874649,196.05481,217.148575,217.148575,12751049755
15-05-2019,217.010117,247.446594,216.822113,247.153061,247.153061,13460006534
16-05-2019,246.941956,275.39444,245.795288,264.01001,264.01001,18661465873
17-05-2019,263.848358,266.979614,227.767426,243.764587,243.764587,16037551694
18-05-2019,243.911301,246.362762,233.099854,234.59523,234.59523,10933142646
19-05-2019,234.449463,263.740997,233.758667,261.292206,261.292206,12049250894
20-05-2019,261.267487,261.55127,241.80365,251.86441,251.86441,10834541285
21-05-2019,251.647842,262.107544,248.196304,255.215881,255.215881,11545049593
22-05-2019,254.995316,258.801849,242.730484,244.698914,244.698914,9818257463
23-05-2019,244.665115,247.616638,233.793091,245.965668,245.965668,10671663487
24-05-2019,245.987091,255.259338,243.240097,249.484985,249.484985,9929433206
25-05-2019,249.694046,257.356842,249.088791,251.759872,251.759872,8924985385
26-05-2019,251.724792,269.166534,247.245392,267.069641,267.069641,9664267731
27-05-2019,267.141876,278.507263,265.444702,272.86264,272.86264,12074664736
28-05-2019,272.590485,274.320831,267.514374,271.768707,271.768707,10362846898
29-05-2019,271.779053,273.756287,263.0914,269.455688,269.455688,9819132174
30-05-2019,269.55188,287.20163,247.348602,255.858948,255.858948,13604268584
31-05-2019,256.015259,268.659943,249.111847,268.113556,268.113556,11255023515
01-06-2019,268.43335,273.557983,263.524597,265.391266,265.391266,9942869852
02-06-2019,265.512726,272.80722,265.04187,270.225525,270.225525,8744111713
03-06-2019,270.088562,270.334106,251.262192,252.607925,252.607925,9375712917
04-06-2019,252.511642,252.511642,236.127213,241.338791,241.338791,10132549747
05-06-2019,241.49704,248.138138,239.983459,247.05101,247.05101,8548917062
06-06-2019,246.925247,249.944504,238.501114,249.474335,249.474335,8265146806
07-06-2019,249.335281,254.352295,246.5979,250.930359,250.930359,8379534528
08-06-2019,251.249313,252.377396,243.229111,245.738098,245.738098,7225996863
09-06-2019,245.540482,245.972824,229.257431,233.0867,233.0867,7566421456
10-06-2019,232.830139,247.66217,229.341766,247.520126,247.520126,8141159848
11-06-2019,247.862122,248.662582,239.825348,245.78183,245.78183,7382269700
12-06-2019,245.925491,261.017578,244.491318,260.90329,260.90329,8645598618
13-06-2019,260.913513,262.163116,255.596283,256.168793,256.168793,8442077836
14-06-2019,256.179657,265.371399,254.14743,264.087463,264.087463,8676891267
15-06-2019,263.934143,271.505585,262.121216,269.019318,269.019318,8126853944
16-06-2019,268.901154,278.143188,265.535339,269.223206,269.223206,9676746453
17-06-2019,269.090576,275.442566,268.35379,274.351105,274.351105,6009795781
18-06-2019,274.320251,274.320251,263.14444,265.051849,265.051849,6205242504
19-06-2019,265.056854,270.333374,264.754791,269.431793,269.431793,5516510947
20-06-2019,269.407867,274.073517,265.500458,271.695007,271.695007,6408981097
21-06-2019,271.743103,295.303314,271.743103,294.910278,294.910278,9331694140
22-06-2019,295.115082,315.189728,294.728241,309.38031,309.38031,10613731255
23-06-2019,309.416687,318.565674,305.764587,307.827789,307.827789,8161062380
24-06-2019,307.722137,312.329346,299.55954,310.424683,310.424683,8205712062
25-06-2019,310.678619,318.126312,307.643158,318.126312,318.126312,9641764965
26-06-2019,317.992584,361.398682,315.954865,336.753174,336.753174,16437084081
27-06-2019,336.9599,343.433441,278.573242,294.267639,294.267639,14038092503
28-06-2019,294.143036,313.031555,292.939819,311.226105,311.226105,11514656820
29-06-2019,311.284424,322.043549,294.753845,320.058899,320.058899,10929374565
30-06-2019,319.584045,322.789581,290.695984,290.695984,290.695984,10303111000
01-07-2019,290.268494,301.026154,280.022827,293.641113,293.641113,10292223948
02-07-2019,293.537262,295.655853,272.60257,291.596436,291.596436,10618413952
03-07-2019,291.764618,303.342041,291.401642,303.099976,303.099976,9926711979
04-07-2019,303.025085,303.961151,282.765747,284.523224,284.523224,8403513106
05-07-2019,284.38092,293.921143,282.694702,287.997528,287.997528,8723493015
06-07-2019,287.893829,295.991425,286.665863,287.547119,287.547119,7674615025
07-07-2019,287.603607,310.139313,286.109192,305.700562,305.700562,8119724981
08-07-2019,305.734772,314.267883,303.500458,313.251404,313.251404,9078905628
09-07-2019,313.325165,318.223114,305.285828,308.881012,308.881012,10055159803
10-07-2019,308.851288,313.069458,285.565796,290.002319,290.002319,11679985167
11-07-2019,289.945984,290.021057,266.094666,268.704041,268.704041,10216287022
12-07-2019,268.692261,278.855591,268.000031,276.276703,276.276703,8148936015
13-07-2019,276.289124,276.685242,263.068268,269.458801,269.458801,6716829429
14-07-2019,269.281616,269.641235,227.269211,227.578064,227.578064,8578339386
15-07-2019,227.965057,235.02565,210.391266,229.776001,229.776001,9723674244
16-07-2019,229.748657,234.51384,197.377899,199.188675,199.188675,9036620494
17-07-2019,199.066788,217.975632,193.990417,211.48497,211.48497,9387747640
18-07-2019,211.444611,229.239395,208.037735,226.566162,226.566162,9327816059
19-07-2019,226.6577,226.940475,215.838242,221.33342,221.33342,7606433131
20-07-2019,221.412659,234.198456,221.189484,229.119217,229.119217,7976245988
21-07-2019,229.167694,229.861664,219.027756,225.630768,225.630768,6685082868
22-07-2019,225.698654,226.862579,213.44838,217.560013,217.560013,6338843919
23-07-2019,217.568466,218.518051,209.638123,212.728516,212.728516,6976091534
24-07-2019,212.553818,217.535431,203.893402,217.046371,217.046371,7168982843
25-07-2019,216.969116,224.254196,216.135147,219.617996,219.617996,6731281160
26-07-2019,219.628128,220.236389,214.125687,219.629608,219.629608,5729852178
27-07-2019,219.61763,223.517258,204.903931,207.40831,207.40831,6257703908
28-07-2019,207.413773,212.04184,202.252899,211.186554,211.186554,5504887934
29-07-2019,211.123657,213.932053,208.764313,211.268051,211.268051,5485190664
30-07-2019,211.339203,213.614075,206.867615,210.522598,210.522598,5489918859
31-07-2019,210.492416,218.654144,210.437912,218.654144,218.654144,6003828340
01-08-2019,218.554596,218.812653,212.914505,217.808441,217.808441,5965442642
02-08-2019,217.88446,222.182571,215.97583,217.871567,217.871567,6159440229
03-08-2019,217.895554,224.62323,217.331741,222.490341,222.490341,5697798687
04-08-2019,222.580811,224.227295,218.492172,222.669724,222.669724,5238542572
05-08-2019,222.650879,235.635284,222.603882,234.215027,234.215027,7765060287
